Numero de dedos,Angulo indice,Angulo corazon,Angulo anular,Angulo menique,Ancho pulgar,Ancho indice,Ancho corazon,Ancho anular,Ancho menique,Pulgar extendido,Indice extendido,Corazon extendido,Anular extendido,Menique extendido,Pulgar contraido,Indice contraido,Corazon contraido,Anular contraido,Menique contraido,Hu_1,Hu_2,Hu_3,Hu_4,Hu_5,Hu_6,Hu_7,Redondez,Compacidad,Clase
5.0,36.03603603603602,150.99099099099098,232.43243243243242,232.43243243243242,0.3201330748721921,0.8553890813193107,0.39325228448147403,0.8644116392577087,0.37554049083166824,1.4,1.4,0.9,1.4,0.9,0.4513130301621847,1.286863860228496,0.8997108540010388,4.953476125955733,0.8992311957290859,0.21410144714019577,0.011335341813872885,0.0005268890506134847,5.263812706742691e-05,8.658649361055667e-09,3.9173979596878796e-06,-1.3688126852623075e-09,0.011303132475683169,277.94000117652456,2.0
2.0,225.2252252252252,0.0,0.0,0.0,0.3574026575071718,0.9726488606577509,0.0,0.0,0.0,1.4,1.4,0.0,0.0,0.0,0.321613262658147,5.05707284873513,0.0,0.0,0.0,0.2932693024936563,0.04930171877283094,0.0018537270182695698,0.00017073305001090179,-8.16008263818778e-08,-3.0029795127941235e-05,-5.066546315080131e-08,0.037431775252892846,83.9284974427442,2.0
3.0,25.58558558558559,228.1081081081081,0.0,0.0,0.33904943908129587,0.3955351674142894,0.8831697464851896,0.0,0.0,1.4,1.4,1.4,0.0,0.0,0.9167425740256187,2.554805559392755,5.237939803224827,0.0,0.0,0.3130965499529066,0.033892099044856815,0.00463628335315022,0.000208546175677784,8.408839135187635e-08,2.1356840308521547e-05,-1.8702987645739417e-07,0.005842278932936752,537.7341084963572,2.0
5.0,16.936936936936945,56.576576576576585,83.24324324324326,285.4054054054054,0.30105592438697637,0.26350851018679955,0.3574827198678634,0.3948279012298617,0.9552731978389705,1.4,1.4,1.4,1.4,1.4,1.5217385355750441,1.182513722458483,1.4337916937165411,2.1616327679869567,5.178508154936861,0.28472914616533124,0.01845434554004898,0.0021674601761703595,8.7352927829505e-05,3.731322871264204e-08,1.165429039567534e-05,-7.241714509369617e-09,0.008132722798023663,386.2903890383714,2.0
5.0,58.01801801801804,85.40540540540542,95.85585585585585,106.66666666666669,0.6313536902065155,0.9643614802697119,0.37695421783959243,0.18012227280587892,0.45118319242257576,0.9,1.4,1.4,0.9,1.4,0.899247031390228,0.5931585514380436,1.2735578691105687,0.9005447636160402,0.6657527485107686,0.24663122384061237,0.027062401275276045,0.0002859085632620715,1.6377128809267088e-06,2.0467555187657146e-11,3.796561120056703e-08,2.8929862717206855e-11,0.030108171566583082,104.34352171277754,2.0
3.0,140.54054054054052,190.99099099099095,0.0,0.0,0.630807195906885,0.3930206391425362,0.8775101401841745,0.0,0.0,0.9,0.9,0.9,0.0,0.0,0.8988485200812706,0.899971113555513,0.8996342980072065,0.0,0.0,0.18500441902027825,0.004930814703404798,0.00041199343141036765,8.901274519292279e-06,1.702720852067929e-10,2.7670117299247396e-07,-5.11443848534217e-10,0.05933715796228021,52.94477796841668,2.0
1.0,0.0,0.0,0.0,0.0,0.24493367477182731,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,4.481994484398647,0.0,0.0,0.0,0.0,0.21140578509681696,0.005605609099692675,0.002125386662738727,7.081206653231228e-05,9.427106561164153e-09,1.155021652631451e-06,-2.5803183979048222e-08,0.020193412257280028,155.57512586597156,2.0
2.0,188.82882882882882,0.0,0.0,0.0,0.954738678259256,0.39456372895227926,0.0,0.0,0.0,1.4,1.4,0.0,0.0,0.0,4.246959203187594,0.7508693628379075,0.0,0.0,0.0,0.27142258149887444,0.030122119671838157,0.002711699438947004,0.00023775215946938435,1.597771570710087e-07,1.704372568463762e-05,1.0447167391099566e-07,0.02576173228398045,121.94803590686121,2.0
4.0,11.171171171171181,40.72072072072072,103.7837837837838,0.0,0.17026217427215787,0.15755987938911428,0.1362613065192637,0.25892857142857145,0.0,0.9,0.9,0.9,0.9,0.0,0.9000394713035293,0.9005527727768775,0.9004255123641969,0.8995563408323198,0.0,0.2669622124472323,0.03868940878550631,0.0005293684120947305,7.366413256163328e-05,-1.365849140044259e-08,-1.41913100209862e-05,-5.005075014278084e-09,0.031156743328573756,100.83186873734162,2.0
5.0,138.3783783783784,162.52252252252254,178.73873873873873,195.67567567567568,1.1657564671906662,0.319964061328442,0.33785485815357763,0.356739172837661,0.33949269029279516,1.4,1.4,1.4,1.4,1.4,3.7472615939252325,0.42465327799894803,0.5124858926314788,0.7869202440898243,0.55608975596161,0.22412367713342118,0.010216329395386723,0.001997868703371191,1.5172997716834934e-05,-8.819362930227551e-10,-1.012426347161014e-06,-2.490179571898724e-09,0.013862527025252555,226.6248172405318,2.0
3.0,24.144144144144136,43.96396396396396,0.0,0.0,0.33890583827124376,0.39533617034288066,0.5627210472871564,0.0,0.0,1.4,1.4,1.4,0.0,0.0,0.5633929111403023,0.9984706243236078,1.2194611793415713,0.0,0.0,0.22419043106276462,0.016169618023753333,0.00042729717277808273,7.055801108750121e-07,-3.366307223772571e-12,7.379097988099151e-08,-1.1779810616722575e-11,0.01802164092583763,174.32334083882958,2.0
3.0,31.351351351351354,60.90090090090092,0.0,0.0,0.37651165845211504,0.8561368209255533,0.4329113068002287,0.0,0.0,1.4,1.4,1.4,0.0,0.0,0.5072537963744917,1.0282507143668878,0.7010628905510109,0.0,0.0,0.2477966484234034,0.0287711203603636,7.292634374216383e-05,2.959945998942334e-05,-3.513799886728024e-10,4.6991748958893735e-06,-1.329558157865487e-09,0.03650029487064951,86.07033627325569,2.0
5.0,34.95495495495496,55.49549549549549,56.936936936936945,306.3063063063063,1.2863476820705364,0.24696264536192267,0.2079479359007168,0.37043886505200935,1.3121413543659957,1.4,0.9,1.4,0.9,1.4,4.099269518586371,0.8977434428749411,0.1712668244050112,0.8977586036329451,3.006705046441186,0.2739016182295944,0.037083206543938874,0.0022222656231881714,0.0006623391186621419,8.026797900660124e-07,0.00012658614197982496,3.7612084381304553e-08,0.0050664175448444804,620.0816702892237,2.0
2.0,31.71171171171173,0.0,0.0,0.0,1.1752143827092594,0.4144000246138795,0.0,0.0,0.0,1.4,1.4,0.0,0.0,0.0,0.6393946978558086,0.9416419658772451,0.0,0.0,0.0,0.2621391059508422,0.03898335972955471,9.841985287404719e-05,4.783781519598284e-06,-2.345757416128057e-11,-3.2627732014347356e-07,1.0111494546746583e-10,0.0500882335894842,62.72117079108488,2.0
4.0,38.55855855855856,59.45945945945945,80.72072072072072,0.0,0.997250929555835,0.39416684282121495,0.4139157998814205,0.45010275388568005,0.0,1.4,1.4,1.4,1.4,0.0,1.7512596067108155,0.682977338128373,1.0960163017120195,0.8406853254327254,0.0,0.3094253388928509,0.03273284938898683,0.001075359597744807,1.7780632658456184e-05,1.1627037440656224e-10,1.2734793204902215e-06,2.4559046866778352e-09,0.015805391616204947,198.7671504683745,2.0
2.0,27.747747747747752,0.0,0.0,0.0,0.39575323585384137,0.6924460563128505,0.0,0.0,0.0,1.4,1.4,0.0,0.0,0.0,0.7981762236126593,1.4916674579013558,0.0,0.0,0.0,0.31736130149611264,0.04699949805748801,0.001234364935738976,0.0005123452000923983,3.267361674115501e-07,5.3960150232066714e-05,2.4341828409761617e-07,0.025095850120206875,125.18375104018575,3.0
1.0,0.0,0.0,0.0,0.0,1.0075936532160543,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,4.593015541523063,0.0,0.0,0.0,0.0,0.2868734986723634,0.03853766368308371,0.0003451147435557808,0.0005204046036029739,2.14922440800969e-07,9.193934712961494e-05,-4.947320590961708e-08,0.024165037088416153,130.00570378167384,3.0
3.0,17.657657657657666,32.792792792792795,0.0,0.0,0.28297786668173414,0.376818062490201,0.3570353454452259,0.0,0.0,1.4,1.4,1.4,0.0,0.0,0.46634771746506226,0.5742744993437979,1.2042907880028293,0.0,0.0,0.26426035768559825,0.037528439870856224,0.00022257489764343722,0.00013329905746389188,2.196252528913009e-08,2.156706153072004e-05,6.695196250997785e-09,0.023965844183599573,131.08625047890712,3.0
2.0,26.666666666666657,0.0,0.0,0.0,0.282648730245054,0.7652457827608335,0.0,0.0,0.0,1.4,1.4,0.0,0.0,0.0,0.6187414623491114,0.8996281164583717,0.0,0.0,0.0,0.2639685262129111,0.03801597774214921,0.00012096182227554863,0.00015873109683501164,2.103928229383377e-08,3.0821472031617985e-05,6.411982580189975e-09,0.034926738716236194,89.94806755688812,3.0
2.0,29.549549549549567,0.0,0.0,0.0,0.3388815300050923,0.7641106308817933,0.0,0.0,0.0,1.4,1.4,0.0,0.0,0.0,0.47616338601271313,2.2168235245373293,0.0,0.0,0.0,0.33678019588763475,0.053371206001960395,0.005541807209569015,0.00048719785447881066,-5.928017051481311e-07,-0.00011221590070473032,5.380079517148941e-07,0.018058994476092077,173.96276729298972,3.0
3.0,22.342342342342334,46.486486486486484,0.0,0.0,0.3572901383741662,0.3580666997504283,0.8192370794010084,0.0,0.0,1.4,1.4,1.4,0.0,0.0,0.46042986363941324,0.6445817423377271,2.3923752538522347,0.0,0.0,0.3759718383260235,0.08878229222093009,0.004116983557683835,0.001257663815963096,2.5995219033105187e-06,9.11279694909975e-05,1.1967777981965428e-06,0.014919729651353773,210.56632573129326,3.0
4.0,82.88288288288288,113.15315315315317,155.3153153153153,0.0,0.20379754826109459,0.2626693062333675,0.6923999548662503,0.37603380558481236,0.0,0.9,1.4,1.4,1.4,0.0,0.8993928556149591,2.5952781181091753,2.4955281286042137,2.5566024031366874,0.0,0.2561621278664523,0.007868329228788162,0.001194836523546232,0.00029039048428782584,-1.4450091882550396e-07,-8.576640633896388e-06,9.153264623087086e-08,0.003938296222940685,797.7034930206439,3.0
4.0,66.30630630630628,135.13513513513513,340.5405405405405,0.0,0.14177215189873418,0.5997061717116476,0.5075065423838494,0.38155056860712755,0.0,0.9,1.4,1.4,0.9,0.0,0.9,0.8417198042160382,0.21750430730936182,0.8995975528480555,0.0,0.2797624107277365,0.03101495372719316,0.0013256165048379808,0.0003025743654116897,-1.9086338270071445e-07,-4.846033852873026e-05,1.7092452646764623e-08,0.013452649864261625,233.52965291513038,3.0
5.0,109.54954954954954,133.33333333333331,195.3153153153153,210.8108108108108,0.2261422819005719,0.3202845782146667,0.3949476667274066,0.14695083858300953,0.37660007288247044,1.4,1.4,1.4,0.9,1.4,5.234082986505397,0.39807637205388924,0.6262851064037437,0.9002108240621176,0.032720662079720866,0.234654996676065,0.023000621762395652,0.0002394056611245723,2.771525168029714e-05,2.1288884176560428e-09,2.87332294978392e-06,-7.513690983370745e-10,0.014518768796965755,216.38147817646546,3.0
3.0,19.819819819819827,39.639639639639626,0.0,0.0,0.35726168077447107,0.35681027741185606,0.4702420230145163,0.0,0.0,1.4,1.4,1.4,0.0,0.0,0.436210850376026,0.6088427870898607,2.3488760384744727,0.0,0.0,0.34901151551251397,0.07236100315315896,0.004473775455566089,0.000512095296384297,-1.4854014125673647e-07,-8.939012573534994e-05,7.607438131619912e-07,0.025555696076106516,122.9312104915447,3.0
5.0,109.54954954954955,139.0990990990991,234.59459459459458,256.21621621621625,0.7922530698638488,0.2457509473057735,0.46866952965719305,0.11311807553103695,0.14621407421077462,1.4,1.4,1.4,0.9,0.9,3.173599689040807,0.16881667432133324,0.4504498629001307,0.8996961334428281,0.9000621057781144,0.2054100825425127,0.008766613545332277,0.0020637719995816187,0.00017547427522756026,8.389596332775524e-08,1.3310899472926174e-05,6.412617413377903e-08,0.013112073412563097,239.59541368794754,3.0
4.0,238.19819819819818,265.94594594594594,275.3153153153153,0.0,1.149260330228076,0.11258280819500323,0.12417870975985765,0.11239138139009619,0.0,1.4,0.9,0.9,0.9,0.0,2.8335560702083566,0.9001378308418851,0.8993143898789734,0.8996368257508707,0.0,0.296081466666334,0.0529848855688694,0.001213628238585492,0.0009174101217919386,9.676476054876583e-07,0.0002102130504992212,2.715177743778873e-08,0.03917757403522487,80.18854487429878,3.0
5.0,69.1891891891892,106.66666666666666,150.6306306306306,251.53153153153153,0.8666547790408528,0.2631946529976717,1.4298247987351593,0.1471737265539586,0.2797585004499891,0.9,1.4,1.4,0.9,1.4,0.8982568472734396,1.4715718508592845,1.4819507053618777,0.8999587032844579,4.529529896642746,0.2106759266856103,0.006322363837149402,0.0006105159390861219,5.2595800155361694e-05,3.0600039139355235e-09,3.254469893139031e-06,-8.914283034432087e-09,0.009362775551728987,335.5407417632315,3.0
2.0,61.621621621621614,0.0,0.0,0.0,0.525335904339541,0.9461532769117272,0.0,0.0,0.0,1.4,1.4,0.0,0.0,0.0,0.9009061085029135,0.31897696335554976,0.0,0.0,0.0,0.2295458096151246,0.007486288495488277,0.0046181351233429676,0.00025500387569415235,-2.0313675510918777e-07,-3.0810338194488574e-06,1.879201442194168e-07,0.012515869563545712,251.00874035473635,3.0
5.0,127.56756756756755,220.9009009009009,259.8198198198198,334.77477477477476,0.6181719009504429,0.376564913671748,0.2702657604384946,0.3373225128192277,0.39499983675640665,1.4,1.4,0.9,0.9,1.4,2.7608057082807855,0.4192498573881289,0.900778044756495,0.9003891412063164,4.720332447426396,0.28824577198190066,0.04897397029327713,0.0022517842397700087,0.0015014631534021664,2.748416594622815e-06,0.0003261808470428643,2.612259474202217e-07,0.052243633233676035,60.13350257509915,3.0
