Pulgar extendido,Indice extendido,Corazón extendido,Anular extendido,Meñique extendido,Pulgar contraído,Indice contraído,Corazón contraído,Anular contraído,Meñique contraído,Hu_1,Hu_2,Hu_3,Hu_4,Hu_5,Hu_6,Hu_7,Perímetro,Area,Redondez,Compacidad,Clase
0,0,0,0,0,0,0,0,0,0,0.5567749692002559,0.2658851585247911,0.054815045367244936,0.040993704776252665,0.0019432331749753527,0.021133628873191188,3.5543771994144848e-06,3.128562834149492,2.3860565132112987,0.060944002162374535,51.54884060977115,1
0,0,1,1,1,1,1,0,0,0,0.33261673970494127,0.0739687119108732,0.0015332357772668336,0.0002257724473430005,-2.7045600391491833e-09,4.429610187087064e-06,1.3280696362197722e-07,2.9577252936715803,2.2373050979783677,0.06393660183820679,49.136059209710176,7
0,1,1,0,0,1,0,0,1,1,0.4224101349209649,0.14493951808814615,0.0008501960360643208,0.0007223694770322616,5.654714384340292e-07,0.0002589249894840874,-2.6820246516181425e-08,3.749474791764207,3.587966011833912,0.06380393336840347,49.238228550115544,3
0,1,1,0,0,1,0,0,1,1,0.39222080934447745,0.11903802386110363,0.0009645739626128986,0.00034370334933831945,1.8540092215253585e-07,5.591457786276424e-05,6.921328430512558e-08,3.896063440026593,3.5538904563625175,0.05853181698315191,53.67324671458747,3
0,1,1,1,0,1,0,0,0,1,0.3702821610879187,0.10220978520353838,0.0014648804928126364,0.00029852216149772054,1.5253005805140463e-07,6.151589839336087e-05,1.2531846636595284e-07,3.4871915155905078,2.521654738066624,0.05184107911723297,60.600448661290834,4
1,1,1,1,1,0,0,0,0,0,0.33475804026463557,0.06547485312636704,0.00362956005308627,0.00033423914797005603,3.5241291336948217e-07,7.497840345378842e-05,1.0645267601401834e-07,3.8449543735594016,2.467134051840397,0.04172058362069549,75.30078395239435,6
1,1,1,1,1,0,0,0,0,0,0.3036948520686936,0.04422664688055278,0.0077045284405718815,0.00126404122414473,3.7468345415342674e-06,0.00022831127396331962,1.2336750269704712e-06,3.436319041419936,2.002062060576655,0.04238679575259807,74.11724802050485,6
0,0,0,0,0,0,0,0,0,0,0.2590164471346153,0.030743273109339744,0.004833348269713218,0.0016189144244821835,4.420510624626556e-06,0.0002674670018786345,-9.833201894407604e-07,1.9236318155679935,1.6496250003749109,0.11145032408036896,28.18827741877476,1
0,0,0,0,0,0,0,0,0,0,0.30430413355535746,0.060696574283610374,0.0046130746246591785,0.002065763907522323,6.365020098766333e-06,0.0005066421344260504,3.9066640350282853e-07,2.1848053170970516,2.241322277903726,0.11738668232514568,26.762768922014462,1
1,1,1,1,1,0,0,0,0,0,0.2678249693034189,0.027850674211625397,0.0006977117070786101,5.232793756164372e-06,1.5199224530198654e-10,5.735894237815936e-07,2.772544107125393e-10,3.8182045444584,1.9941064678411302,0.03419557969067947,91.87130857284698,6
0,1,1,1,0,1,0,0,0,1,0.3743462949434064,0.10706331905054339,0.00010933054769847792,2.119430823369793e-06,1.2838897200449514e-11,-5.82909380421444e-07,2.959796207236478e-11,3.822984940841667,3.135247709200087,0.053629863710562796,58.57916534236937,4
0,0,1,1,1,1,1,0,0,0,0.34773072231809443,0.08429695711643165,0.0027052371095732104,0.0004547875819672542,2.4347180458261475e-07,3.7243465657553616e-05,4.418011780802521e-07,3.285329241633886,2.2548061017710377,0.05222655885649328,60.15316196156397,7
1,0,0,0,1,0,1,1,1,0,0.25371513889885877,0.018166744164876722,0.008452434288176368,0.0005401912424102869,1.1241853857232812e-06,7.280835198722799e-05,-2.6187003411005003e-07,2.4402265265345338,1.8570157634832059,0.07796421515861904,40.29531557777102,2
0,0,1,1,1,1,1,0,0,0,0.30955915476881046,0.062369490186911444,0.0008845501523310408,0.0001567832039076898,5.352461382215963e-08,3.5494179947577824e-05,-2.332528959685001e-08,3.203684922862276,2.269862653988512,0.05528916020367205,56.82113170134827,7
0,1,1,1,1,1,0,0,0,0,0.32795282217964467,0.06689905149144453,0.0014078757796490305,0.00020410440832393376,9.498049544837703e-08,4.355628096824138e-05,-5.430892286054362e-08,4.235019084075164,3.1563963676629765,0.04399677061027076,71.40507382731424,5
0,1,1,1,0,1,0,0,0,1,0.4967096509360486,0.20097709315862866,0.008515690461311011,0.00539285684850313,3.649070285788254e-05,0.0023230695062394593,-2.007240494285648e-06,5.592786113797263,3.635503727019072,0.029056826569011072,108.11891815262038,4
1,1,1,1,1,0,0,0,0,0,0.32334115976667416,0.06113926837242681,0.0020746253790767007,0.0003323330955924604,2.4405486559522274e-07,7.896857534914148e-05,-1.2878496386302583e-07,3.693346080694399,2.3702449100336596,0.04344034063254842,72.31970578140222,6
0,1,1,1,0,1,0,0,0,1,0.41083569962060396,0.13410066333064422,0.0008037230080119062,7.432892180778448e-05,-1.7493106674086697e-08,-2.419496741442646e-05,4.903197213664448e-09,3.7459208618850885,2.9246935522693303,0.052107853119908155,60.2901955365635,4
1,0,0,0,1,0,1,1,1,0,0.3353297557142353,0.06605355691445727,0.010039442563772793,0.002024708364412714,8.891862701278174e-06,0.000489402316858318,2.06493166757241e-06,2.7290323741811333,2.206529918478513,0.07406831310223529,42.414799554750275,2
0,0,1,1,1,1,1,0,0,0,0.3419201175733781,0.08249816897205745,0.001833242527051296,0.0003269476809187447,1.275853044153308e-07,3.222471362146107e-05,2.1861378635005478e-07,3.190794023165492,2.419998601335597,0.05942341188868519,52.8679278711693,7
1,1,1,1,1,0,0,0,0,0,0.2609407083046957,0.02388881820869089,0.0009404298415405879,4.2038270119510996e-06,2.496289401117509e-10,1.172716943845574e-07,8.689414799749213e-11,3.5677483933586958,1.8466391067128207,0.036268834410997625,86.6196199742549,6
0,0,1,1,1,1,1,0,0,0,0.3314450716470162,0.07156401662580546,0.005326110107102321,0.0013356155361162008,2.9023880642845627e-06,0.0002272243224975618,2.0654142947347428e-06,3.2399100044928923,2.1909247912267626,0.05217970079507927,60.207180296558086,7
1,0,0,0,1,0,1,1,1,0,0.24191581613913285,0.007100906338966482,0.006855451469174036,2.1049211677377864e-05,-7.78066595765702e-09,-3.5338322558005886e-07,-1.843083909966017e-09,3.742554036926166,2.9211102494533665,0.052137691496436836,60.25569148577463,2
0,1,1,0,0,1,0,0,1,1,0.39133897631527437,0.11552867475069259,0.0014667369882218708,0.00020985126250433911,-7.464867337236164e-09,-4.390128721971211e-05,1.1618470223646937e-07,3.747502773325101,3.089393877476276,0.05499577979519742,57.1242496294986,3
0,0,1,1,1,1,1,0,0,0,0.3513935930880693,0.08649134390226168,0.0020877059438171074,0.0002792733206579699,4.282157189602143e-09,-5.494824454095907e-06,2.1320199116028344e-07,3.4300611081068277,2.5162410831047715,0.053467335632534384,58.757232175941134,7
0,1,1,0,0,1,0,0,1,1,0.399244420019975,0.124852435184093,5.4228514136522144e-05,5.291589417256816e-05,3.3256433356516415e-10,1.6631477474541378e-05,2.815032048166656e-09,3.2507895528748563,2.6606629280158947,0.06294368377592043,49.91116606352221,3
0,1,1,0,0,1,0,0,1,1,0.41442649948116883,0.1369868591519673,0.0009665709840966235,0.0001959469323173715,5.497174355409571e-08,3.2841469655442994e-05,6.519224292857388e-08,3.531611489732754,2.812396239531393,0.056372938707458485,55.7287366176307,3
0,0,0,0,0,0,0,0,0,0,0.3120982126546952,0.0666745237404049,0.002117016237352329,0.0009026849083792449,1.2420603878220104e-06,0.0002301090618014865,1.201839535168503e-07,2.202056251281278,2.2061164577513868,0.11373958140983685,27.620926810603596,1
1,0,0,0,1,0,1,1,1,0,0.3167823527278335,0.05355940382080952,0.006036127666385892,0.00035986372274359726,4.332028579995602e-07,6.648476450363848e-05,3.0600188803817046e-07,2.8205820964646175,2.3291390043035602,0.07319104148758816,42.92318553934703,2
0,1,1,1,0,1,0,0,0,1,0.25596432770319644,0.03241885835636173,0.0003519370123391286,0.0002632790944582197,7.69973324628048e-08,3.678912295947643e-05,-2.2227416336818775e-08,3.014697923518383,2.134643319919711,0.05871887464786616,53.50226264433285,4
0,1,1,1,1,1,0,0,0,0,0.2552936894779533,0.027001757171802573,0.0008521425587316345,4.4446115216881786e-05,6.1018008187079915e-09,2.6195509949338638e-06,-6.130850951988911e-09,3.423280623644879,2.183996956513945,0.046591536583815873,67.42839760045739,5
1,1,1,1,1,0,0,0,0,0,0.3146348589649916,0.047292666646216036,0.009475349032004692,0.001614646963561288,6.296248782812651e-06,0.00033742847575171555,4.939003194431389e-07,4.064584465397031,2.3910342872316277,0.03618207809090746,86.8273139452229,6
0,0,0,0,0,0,0,0,0,0,0.33894733486396544,0.0809496664660232,0.0005505260824805733,0.00021619355728733213,7.458526459550648e-08,6.133701437003047e-05,3.050679152802645e-11,2.8965799111555786,3.361021202375166,0.10014752760174586,31.36964764704811,1
0,1,1,1,0,1,0,0,0,1,0.35359516469115865,0.08961910836346722,0.0006929752716218906,3.402502494057556e-05,5.1289103963157495e-09,9.959093010002219e-06,-9.9557189233507e-10,3.566293896064997,2.4617539964936848,0.04838941812372257,64.92313351562395,4
0,1,1,1,0,1,0,0,0,1,0.3297162198643467,0.07680466892432322,0.0006764908022900328,7.384834503840646e-05,-1.0527935282716393e-08,-1.3535397166543495e-05,-1.2712629089469807e-08,3.325016297734137,2.809578873525931,0.0635321687152451,49.44884956895766,4
1,1,1,1,1,0,0,0,0,0,0.3477444178188935,0.07059841257110755,0.004774743514330318,0.0005606203454862928,8.584570058629398e-07,0.0001250349684857959,3.230520931838465e-07,3.693590501567098,2.1545791764396043,0.03948253030686394,79.56918234907643,6
0,1,1,0,0,1,0,0,1,1,0.34294687864981316,0.08341528229890177,0.0002091994193973841,1.944363806859062e-05,7.77125964067303e-10,-2.29102411118948e-06,9.663597517734824e-10,2.8339317005735065,2.033965439176275,0.06331473875960746,49.61866249685953,3
0,1,1,0,0,1,0,0,1,1,0.3040742114656799,0.05728936310244782,0.0006818730523011612,0.00045730235788725193,2.514526630070101e-07,8.141989638125217e-05,-4.45141054555856e-08,2.694140664878471,1.9585994468597308,0.0674598081843665,46.569842668450434,3
0,1,1,1,0,1,0,0,0,1,0.3744846356557016,0.10316304798118425,0.0018455429703874847,0.0004749229411270901,3.8172662101567105e-07,0.00011219144174748276,2.2798868582197121e-07,3.792211515847439,2.65768411634677,0.046201732797185875,67.99729065099363,4
0,1,1,1,1,1,0,0,0,0,0.39287044074940985,0.1124362708828019,0.00228991577118508,0.0003162821173621929,1.6423280560513574e-07,6.84357384959981e-05,2.1325671115019784e-07,3.95827976452655,2.865453947974966,0.045721499944097216,68.71149584836361,5
1,0,0,0,1,0,1,1,1,0,0.2850102791452125,0.025300685884337506,0.01614283748810339,0.0019529616506093722,1.0042383131458493e-05,0.00027540098668789694,4.4038481068143086e-06,2.9309717107686075,2.1168220433449143,0.061602892512714884,50.99748608300115,2
0,0,0,0,0,0,0,0,0,0,0.34567377798371635,0.08655401391694706,0.0005101258154764066,0.0001593701487847948,3.9020545550846774e-08,3.052901813572402e-05,-2.3287191295133546e-08,2.488533820874847,2.4628358859831883,0.09942334873806616,31.598137595087596,1
0,0,0,0,0,0,0,0,0,0,0.35399792920642265,0.09058784812890888,0.0010452468405675929,0.0001321759714372036,-2.7696806909609357e-08,-2.7306830240591282e-05,4.057768564150808e-08,2.725495372891359,3.186196943573059,0.10723133854914554,29.29733691750905,1
0,0,1,1,1,1,1,0,0,0,0.36401440319816747,0.08341918446729504,0.010056809173680204,0.004056062651724996,2.308772329097965e-05,0.0008098522506754197,1.1748908217066422e-05,4.082411609878304,2.1915085278298245,0.03287377609495479,95.56531152720058,7
1,0,0,0,1,0,1,1,1,0,0.2887799495923241,0.030207365613875232,0.012601128812247288,0.001952706609284642,7.982232025928213e-06,0.0002993342658220938,5.487201030494305e-06,2.8638630329332195,2.4442006497865356,0.07450276257306833,42.16746527363581,2
0,0,0,0,0,0,0,0,0,0,0.3122495464393187,0.06702311709859961,0.0021447233056031564,0.0010398284749402362,1.5379705054873887e-06,0.0002560304694902051,2.1441847089424073e-07,2.2674392870279343,2.31171115368445,0.11240929981723277,27.947800214908685,1
0,0,0,0,0,0,0,0,0,0,0.2739824195957502,0.03977452472360911,0.0042881813476985,0.001692439703483223,4.5544713146938454e-06,0.00033575972763246674,2.116446437829087e-07,2.5462917120127124,2.0765760202720247,0.08007031376867543,39.23542328890968,1
0,0,1,1,1,1,1,0,0,0,0.25631055560030913,0.03322288007403203,0.00010626950665463969,0.00017941187135423422,2.4654528309922414e-08,3.2570877907688726e-05,2.4213241593335435e-09,2.871312751508084,1.7878249257292493,0.05421306948351537,57.948990594326354,7
0,0,0,0,0,0,0,0,0,0,0.2508524853111827,0.033036525669760196,0.0006536499852322905,0.0002469774257102814,9.885310201085435e-08,4.488972495665357e-05,-8.681081295628299e-09,2.1109358686815467,1.9072517254947519,0.10700349087474521,29.359721144679654,1
1,1,1,1,1,0,0,0,0,0,0.25698360981406504,0.026968001338235383,0.0004162583830180908,8.048183928634308e-05,1.2412503632741669e-08,8.36987939387828e-06,7.932731151935154e-09,3.7438565652808067,2.0420598721966874,0.0364225272202621,86.25410956772114,6
1,1,1,1,1,0,0,0,0,0,0.31122472961104525,0.05090385813184027,0.0035065411994101197,0.00034377007500346164,3.529619223637303e-07,6.623988957653831e-05,1.33696188716436e-07,3.8009671894147155,2.426561448420241,0.04198972794117511,74.81812356562446,6
1,1,1,1,1,0,0,0,0,0,0.360830960508437,0.08393555001438596,0.0020849610153526772,0.0002274361515241196,1.5584875582436022e-07,6.545955691911609e-05,-1.5491052076986288e-08,3.9229374011066973,2.55301494864652,0.041473492616050045,75.74941138123515,6
1,0,0,0,1,0,1,1,1,0,0.25729653943066844,0.020399309429665235,0.006956248032780785,0.0004457431850002678,7.542791315827181e-07,6.36549463060401e-05,-2.1709850926356118e-07,2.649214551662116,1.978784428885279,0.07048622130990227,44.5703088519578,2
0,1,1,0,0,1,0,0,1,1,0.3912237383503311,0.11622212477283844,0.0018990816969561642,0.00039630386504444274,1.7469069838388349e-07,2.2282319660635243e-06,2.961185230647214e-07,4.079240279312871,3.5732056706150415,0.053683330140726244,58.52082285794077,3
1,0,0,0,1,0,1,1,1,0,0.2964812306531264,0.04217400910432378,0.008886157458156326,0.001034043773018261,3.083014460204762e-06,0.0002007322912122426,5.656690613011292e-07,2.497075006462845,1.8229672323206965,0.07308961857045247,42.98274796114242,2
0,0,1,1,1,1,1,0,0,0,0.30070055695885406,0.05470674193339121,0.0010664678772617344,0.00014778954154897505,2.0338811015870436e-08,8.076826722929788e-06,5.503518773926368e-08,3.630156878149777,2.466188687096608,0.04678595758038152,67.14819608409894,7
0,0,1,1,1,1,1,0,0,0,0.36826840653222437,0.10028634915184728,0.000254061955469448,2.0482103866102918e-05,-1.44010085901786e-09,-4.702353265448027e-06,3.303902796955742e-10,3.709442898619903,2.7873504695629454,0.0506423915645997,62.03483991435043,7
0,0,1,1,1,1,1,0,0,0,0.3455269196752478,0.08341892996169593,0.0001683894454643658,3.459258727797696e-06,-6.682485703621207e-11,-6.565003340620489e-08,5.004937188011052e-11,3.2679234170722657,2.553146553987307,0.05976845264557943,52.5627235528265,7
0,1,1,1,1,1,0,0,0,0,0.23884403401987916,0.022253912517879913,0.00010986788462113548,6.170008919447034e-05,-5.045471853602647e-09,8.4656503217878e-06,-5.913173319446907e-10,3.2769912467651965,2.0696203734861762,0.04818148008733367,65.20332393059216,5
1,0,0,0,1,0,1,1,1,0,0.3040162334989701,0.011170353293934492,0.00564841696966045,0.00042665136663577497,3.53933272919044e-07,-2.2703316446253644e-05,5.598299376793038e-07,3.8588506636871744,2.969215318745673,0.049850068278806545,63.020829500557014,2
1,1,1,1,1,0,0,0,0,0,0.2974358742766828,0.04350532697464141,0.0025758501497985115,0.00015340735569738202,9.62103134026272e-08,3.085931622338063e-05,-6.562461996024601e-09,3.5057881931466652,2.1153006306187865,0.04302696957074744,73.01449962503644,6
0,1,1,1,1,1,0,0,0,0,0.2619588049893024,0.032506582196191215,0.0006962819868859112,4.198373646096742e-05,7.029506950296432e-09,1.4389370404892786e-06,-1.45336451907458e-09,3.372848867197114,2.160380938695867,0.04747626906881075,66.17185206858733,5
1,1,1,1,1,0,0,0,0,0,0.358174442360163,0.08023267461541794,0.0024727892571685265,0.0003003901011615001,2.5869860810686193e-07,8.334078774057202e-05,-1.0056399914442859e-08,3.822154858581961,2.4121052251285486,0.041278100128346894,76.10797599263461,6
0,1,1,1,0,1,0,0,0,1,0.4004318057422516,0.12375450568204258,0.00042170127265891885,0.0003296706885410822,1.2291791365909586e-07,0.00010020329208929004,7.356772095299152e-10,4.206304609587033,3.828764093162559,0.054099989042987136,58.07011626367475,4
0,1,1,0,0,1,0,0,1,1,0.34237428000337483,0.0808733027574268,0.0012086471441507597,0.0001411772092398139,4.8690641191301693e-08,3.343095687875535e-05,-3.209543770184967e-08,2.881212020614729,2.038623848658508,0.061394105067551615,51.17091698190104,3
0,1,1,1,0,1,0,0,0,1,0.3504198936654811,0.08887598430205701,0.0012825780621810966,0.0001809477572818667,-3.902650511942359e-09,-2.7679979997871597e-05,8.70835314649143e-08,3.7778030734378953,3.1824380962371412,0.05574697961076445,56.354490871522806,4
0,1,1,1,1,1,0,0,0,0,0.32729121559378815,0.0716359546428648,0.0012734456539758628,0.0001626478870128628,6.859655934415942e-08,3.8341370299608554e-05,-2.7817616407114757e-08,3.4147728212166593,2.489457865985089,0.053372943744489094,58.861146363398234,5
1,0,0,0,1,0,1,1,1,0,0.3292926074380752,0.06323938699425699,0.0077184399936054,0.0012316798746560644,3.6362311345800953e-06,0.0002857487557315695,1.0953276488890136e-06,2.7521876223485022,2.30958238394685,0.07622850323380366,41.21283404914932,2
0,1,1,1,0,1,0,0,0,1,0.3747884893742572,0.10618427678769274,0.00021953095376003363,4.988249955673143e-05,5.152243362104666e-09,2.088979761923123e-06,8.383015310721318e-10,3.7620257185040815,3.1456175119710093,0.055565138624762395,56.538915070568265,4
0,1,1,1,0,1,0,0,0,1,0.35316964427639874,0.08408652867220573,0.0005649007537308045,0.00016539093519715817,4.620976202434966e-08,4.33798432907969e-06,2.050225681194246e-08,4.3642145598600885,3.6613245969777783,0.04805803995946341,65.37080280926361,4
0,1,1,0,0,1,0,0,1,1,0.36590038597684305,0.09930864566042864,0.0005727404520609381,0.00011139950417858866,1.488776819242575e-08,1.1342435237476987e-05,2.387760493554221e-08,3.1536089435334267,2.1930266274752506,0.05512749218661405,56.987766520469954,3
0,1,1,1,0,1,0,0,0,1,0.35201018016699104,0.0877972955587298,0.0008302721112449715,0.00011329123560330348,3.40117887430493e-08,3.296757585595292e-05,-7.1050738958174325e-09,3.269753460273125,2.219058951204562,0.051889421914050805,60.54399023356822,4
1,0,0,0,1,0,1,1,1,0,0.21978866392669508,0.007698486696496445,0.003147494777581755,9.364414098471271e-06,-1.6072931760302786e-09,-6.32548990926283e-07,3.590321510647748e-11,2.546508055015425,2.267113518369517,0.08740236146845026,35.94402486166027,2
0,0,1,1,1,1,1,0,0,0,0.3515783127465417,0.08587857500032572,0.0025620995742652386,0.00035980056158288573,7.832249533014126e-08,1.5725974606209697e-05,3.3645853393628964e-07,3.3955702049040535,2.515824878551835,0.054550029262324204,57.591035166677365,7
